EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,NumCompaniesWorked,Over18,DistanceFromHome,Attrition,PerformanceRating,EmployeeCount,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,StockOptionLevel,StandardHours,Department,JobRole,JobLevel,JobInvolvement,JobSatisfaction,OverTime,BusinessTravel,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear
630,52,Male,Divorced,2,"Technical Degree",3,Y,6,No,3,1,5577,22087,956,78,12,2,80,"Research & Development","Research Scientist",2,3,1,Yes,Travel_Rarely,4,2,3,18,10,9,6,9,3
631,32,Male,Married,4,Other,8,Y,11,Yes,3,1,4707,23914,1474,60,12,0,80,Sales,"Sales Executive",2,4,3,No,Non-Travel,4,4,3,6,4,2,1,2,2
632,24,Male,Married,3,Medical,0,Y,24,No,3,1,2400,5530,535,38,13,2,80,Sales,"Sales Representative",1,3,4,No,Travel_Frequently,4,3,3,3,2,2,2,1,3
634,38,Female,Married,3,Medical,3,Y,10,No,3,1,9824,22174,1495,76,19,1,80,"Research & Development","Healthcare Representative",2,3,3,No,Travel_Rarely,3,3,3,18,1,0,0,0,4
635,37,Female,Married,4,"Life Sciences",6,Y,1,No,3,1,6447,15701,446,65,12,1,80,"Research & Development","Manufacturing Director",2,3,2,No,Travel_Rarely,2,2,2,8,6,5,4,3,2
638,49,Male,Divorced,4,"Life Sciences",1,Y,18,No,3,1,19502,2125,1245,58,17,1,80,"Research & Development","Research Director",5,2,3,Yes,Travel_Rarely,4,3,3,31,31,9,0,9,5
639,24,Male,Married,3,Medical,1,Y,23,No,3,1,2725,21630,691,89,11,2,80,"Research & Development","Research Scientist",1,4,4,Yes,Travel_Rarely,2,2,3,6,6,5,1,4,3
641,26,Male,Married,2,Marketing,1,Y,28,No,4,1,6272,7428,703,66,20,2,80,Sales,"Sales Executive",2,3,2,No,Travel_Rarely,1,4,4,6,5,3,1,4,5
643,24,Male,Married,2,Other,1,Y,17,No,4,1,2127,9100,823,94,21,1,80,"Research & Development","Laboratory Technician",1,2,2,No,Travel_Rarely,4,4,3,1,1,0,0,0,2
644,50,Male,Married,3,Medical,1,Y,3,No,3,1,18200,7999,1246,99,11,1,80,"Human Resources",Manager,5,3,2,No,Travel_Frequently,1,3,3,32,32,5,10,7,2
645,25,Male,Married,1,Medical,1,Y,13,No,3,1,2096,26376,622,40,11,0,80,Sales,"Sales Representative",1,3,3,No,Travel_Rarely,2,3,3,7,7,4,0,6,1
647,24,Female,Married,3,"Life Sciences",1,Y,7,Yes,3,1,2886,14168,1287,55,16,1,80,"Research & Development","Laboratory Technician",1,3,3,Yes,Travel_Frequently,1,4,3,6,6,3,1,2,4
648,30,Male,Married,4,"Life Sciences",1,Y,12,Yes,3,1,2033,14470,448,74,18,1,80,Sales,"Sales Representative",1,2,1,No,Travel_Frequently,2,3,4,1,1,0,0,0,2
649,34,Male,Married,2,"Life Sciences",1,Y,1,No,3,1,3622,22794,254,83,13,1,80,"Research & Development","Research Scientist",1,2,4,Yes,Travel_Rarely,2,4,3,6,6,5,1,3,3
650,31,Male,Divorced,4,Medical,2,Y,13,Yes,3,1,4233,11512,1365,46,17,0,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,2,3,1,9,3,1,1,2,2
652,35,Male,Single,2,Other,4,Y,25,No,3,1,3681,14004,538,54,14,0,80,"Research & Development","Laboratory Technician",2,2,4,No,Travel_Rarely,1,4,3,9,3,2,0,2,3
653,31,Male,Divorced,4,Medical,4,Y,6,No,4,1,5460,6219,525,66,22,2,80,Sales,"Sales Executive",2,4,4,No,Travel_Rarely,1,4,4,13,7,7,5,7,4
655,27,Female,Divorced,4,Medical,0,Y,6,No,3,1,2187,5013,798,66,12,2,80,"Research & Development","Research Scientist",1,2,3,No,Travel_Rarely,1,3,2,6,5,3,0,3,5
656,37,Male,Married,3,Marketing,4,Y,2,No,3,1,9602,3010,558,75,11,1,80,Sales,"Sales Executive",2,3,3,Yes,Travel_Rarely,4,3,2,17,3,0,1,0,3
657,20,Female,Single,3,"Life Sciences",1,Y,1,No,3,1,2836,11757,959,83,13,0,80,"Research & Development","Research Scientist",1,2,2,No,Travel_Rarely,4,4,4,1,1,0,0,0,0
659,42,Female,Married,4,"Life Sciences",1,Y,2,No,3,1,4089,5718,622,81,13,2,80,"Research & Development","Healthcare Representative",2,3,4,No,Travel_Rarely,3,2,3,10,10,2,2,2,4
661,43,Male,Divorced,4,Other,4,Y,6,No,3,1,16627,2671,782,50,14,1,80,"Research & Development","Research Director",4,2,4,Yes,Travel_Rarely,2,3,2,21,1,0,0,0,3
662,38,Female,Single,1,"Life Sciences",3,Y,1,No,3,1,2619,14561,362,43,17,0,80,"Research & Development","Research Scientist",1,3,1,No,Travel_Rarely,3,4,2,8,0,0,0,0,3
663,43,Male,Divorced,5,Medical,3,Y,9,No,3,1,5679,19627,1001,72,13,1,80,"Research & Development","Laboratory Technician",2,3,3,Yes,Travel_Frequently,4,2,3,10,8,7,4,7,3
664,48,Female,Married,4,"Life Sciences",7,Y,1,No,3,1,15402,17997,1236,40,11,1,80,"Research & Development",Manager,4,2,1,No,Travel_Rarely,4,1,1,21,3,2,0,2,3
665,44,Female,Single,4,"Life Sciences",4,Y,1,No,3,1,5985,26894,1112,50,11,0,80,"Human Resources","Human Resources",2,2,3,No,Travel_Rarely,1,2,4,10,2,2,0,2,1
666,34,Female,Divorced,3,"Technical Degree",1,Y,14,No,3,1,2579,2912,204,31,18,2,80,Sales,"Sales Representative",1,3,3,Yes,Travel_Rarely,3,4,3,8,8,2,0,6,3
667,27,Male,Divorced,1,Marketing,0,Y,2,Yes,3,1,3041,16346,1420,85,11,1,80,Sales,"Sales Representative",1,3,1,No,Travel_Rarely,3,2,3,5,4,3,0,2,3
669,21,Male,Single,1,"Technical Degree",1,Y,22,No,3,1,3447,24444,1343,49,11,0,80,Sales,"Sales Representative",1,3,3,No,Travel_Rarely,3,3,3,3,3,2,1,2,2
671,44,Male,Married,4,Other,4,Y,3,No,3,1,19513,9358,1315,35,12,1,80,"Research & Development",Manager,5,3,4,Yes,Travel_Rarely,4,1,4,26,2,2,0,1,2
675,22,Male,Married,1,Medical,0,Y,6,No,4,1,2773,12145,604,69,20,0,80,"Research & Development","Research Scientist",1,3,3,No,Travel_Rarely,1,4,3,3,2,2,2,2,3
677,33,Male,Divorced,4,Marketing,0,Y,8,No,3,1,7104,20431,1216,39,12,0,80,Sales,"Sales Executive",2,3,3,No,Travel_Rarely,3,4,3,6,5,0,1,2,3
679,32,Female,Married,4,"Life Sciences",1,Y,9,No,3,1,6322,18089,646,92,12,1,80,"Research & Development","Research Scientist",2,3,4,Yes,Travel_Rarely,1,4,2,6,6,4,0,5,2
680,30,Female,Divorced,3,Medical,1,Y,3,No,4,1,2083,22653,160,71,20,1,80,"Research & Development","Research Scientist",1,3,3,No,Travel_Frequently,3,3,3,1,1,0,0,0,2
682,53,Female,Single,1,Medical,7,Y,1,No,4,1,8381,7507,238,34,20,0,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,4,4,4,18,14,7,8,10,2
683,34,Male,Married,5,"Life Sciences",1,Y,1,No,3,1,2691,7660,1397,42,12,1,80,"Research & Development","Research Scientist",1,3,4,No,Travel_Rarely,2,4,2,10,10,9,8,8,4
684,45,Female,Married,4,"Life Sciences",2,Y,26,Yes,3,1,4286,5630,306,100,14,2,80,Sales,"Sales Executive",2,3,1,No,Travel_Frequently,1,4,3,5,1,1,0,0,4
686,26,Female,Married,3,"Life Sciences",1,Y,6,No,3,1,2659,17759,991,71,13,1,80,"Research & Development","Laboratory Technician",1,3,4,Yes,Travel_Rarely,3,3,3,3,3,2,0,2,2
689,37,Male,Married,3,Other,1,Y,3,No,3,1,9434,9606,482,36,15,1,80,"Research & Development","Manufacturing Director",3,3,3,No,Travel_Rarely,3,3,3,10,10,7,7,8,2
690,29,Female,Married,2,Medical,1,Y,3,No,3,1,5561,3487,1176,62,14,1,80,Sales,"Sales Executive",2,3,3,No,Travel_Rarely,2,1,2,6,6,0,1,2,5
691,35,Male,Single,4,"Life Sciences",1,Y,6,No,3,1,6646,19368,1017,82,13,0,80,"Research & Development","Research Scientist",2,1,4,No,Travel_Rarely,2,2,3,17,17,11,11,8,3
692,33,Male,Divorced,3,"Life Sciences",3,Y,6,No,4,1,7725,5335,1296,30,23,1,80,"Research & Development","Healthcare Representative",2,3,4,No,Travel_Frequently,3,3,1,15,13,11,4,7,2
698,54,Male,Married,4,Medical,2,Y,19,No,3,1,10725,6729,397,88,15,1,80,"Human Resources","Human Resources",3,3,2,No,Travel_Rarely,3,3,4,16,9,7,7,1,1
699,36,Male,Divorced,2,Medical,2,Y,9,No,3,1,8847,13934,913,48,11,1,80,"Research & Development","Manufacturing Director",2,2,2,Yes,Travel_Rarely,2,3,3,13,3,2,0,2,2
700,27,Male,Single,4,Medical,0,Y,3,No,3,1,2045,15174,1115,54,13,0,80,"Research & Development","Research Scientist",1,2,4,No,Travel_Rarely,1,4,3,5,4,2,1,1,0
701,20,Male,Single,1,Medical,1,Y,10,Yes,3,1,1009,26999,1362,32,11,0,80,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Rarely,4,4,3,1,1,0,1,1,5
702,33,Male,Single,3,"Life Sciences",1,Y,3,Yes,3,1,3348,3164,1076,70,11,0,80,"Research & Development","Research Scientist",1,3,1,Yes,Travel_Frequently,1,1,3,10,10,8,9,7,3
704,35,Male,Married,3,"Life Sciences",1,Y,3,No,3,1,1281,16900,727,41,18,2,80,"Research & Development","Laboratory Technician",1,2,3,No,Non-Travel,3,3,3,1,1,0,0,0,3
705,23,Male,Married,3,Medical,2,Y,4,No,3,1,2819,8544,885,58,16,1,80,"Research & Development","Research Scientist",1,4,1,No,Travel_Rarely,1,1,4,5,3,2,0,2,3
707,25,Male,Married,3,"Life Sciences",0,Y,8,No,4,1,4851,15678,810,57,22,1,80,Sales,"Sales Executive",2,4,2,No,Travel_Rarely,4,3,3,4,3,2,1,2,4
709,38,Female,Single,4,Marketing,0,Y,7,No,4,1,4028,7791,243,46,20,0,80,Sales,"Sales Executive",2,2,4,No,Travel_Rarely,4,1,3,8,7,7,0,5,2
710,29,Male,Divorced,4,"Life Sciences",1,Y,1,No,3,1,2720,18959,806,76,18,1,80,"Research & Development","Research Scientist",1,1,4,No,Travel_Frequently,2,4,3,10,10,7,2,8,5
712,48,Male,Married,1,Marketing,3,Y,2,No,3,1,8120,18597,817,56,12,0,80,Sales,"Sales Executive",2,4,2,No,Travel_Rarely,2,4,3,12,2,2,2,2,3
714,27,Female,Divorced,1,Medical,1,Y,3,No,4,1,4647,16673,1410,71,20,2,80,Sales,"Sales Executive",2,4,4,Yes,Travel_Frequently,4,2,3,6,6,5,0,4,3
715,37,Male,Single,2,"Life Sciences",3,Y,10,No,3,1,4680,15232,1225,80,17,0,80,"Research & Development","Research Scientist",1,4,4,No,Travel_Rarely,4,1,3,4,1,0,0,0,2
716,50,Male,Married,1,Medical,1,Y,28,No,3,1,3221,3297,1207,74,11,3,80,"Research & Development","Laboratory Technician",1,4,3,Yes,Travel_Rarely,4,3,3,20,20,8,3,8,3
717,34,Female,Single,3,Medical,1,Y,9,No,3,1,8621,17654,1442,46,14,0,80,"Research & Development","Healthcare Representative",3,2,2,No,Travel_Rarely,4,2,4,9,8,7,7,7,3
720,24,Female,Single,2,"Life Sciences",9,Y,3,Yes,3,1,4577,24785,693,65,14,0,80,Sales,"Sales Executive",2,3,3,No,Travel_Rarely,1,1,3,4,2,2,2,0,3
721,39,Female,Single,4,"Technical Degree",1,Y,2,No,3,1,4553,20978,408,80,11,0,80,"Research & Development","Healthcare Representative",2,2,3,No,Travel_Rarely,4,1,3,20,20,7,11,10,4
722,32,Male,Single,3,Marketing,1,Y,10,No,3,1,5396,21703,929,55,12,0,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,4,4,2,10,10,7,0,8,2
723,50,Male,Married,2,"Technical Degree",3,Y,8,Yes,3,1,6796,23452,562,50,14,1,80,Sales,"Sales Executive",2,3,3,Yes,Travel_Frequently,2,1,3,18,4,3,1,3,4
724,38,Female,Single,4,"Life Sciences",0,Y,1,No,3,1,7625,19383,827,33,13,0,80,"Research & Development","Healthcare Representative",2,4,4,No,Travel_Rarely,2,3,2,10,9,7,1,8,4
725,27,Female,Married,2,"Life Sciences",1,Y,1,No,3,1,7412,6009,608,68,11,0,80,"Research & Development","Manufacturing Director",3,3,1,No,Travel_Rarely,3,4,3,9,9,7,0,7,3
727,32,Female,Single,2,"Life Sciences",3,Y,3,No,3,1,11159,19373,1018,39,15,0,80,"Research & Development","Research Director",3,3,4,No,Travel_Rarely,3,4,3,10,7,7,7,7,6
728,47,Male,Single,4,Marketing,2,Y,14,No,3,1,4960,11825,703,42,12,0,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,4,4,3,20,7,7,1,7,2
729,40,Male,Married,4,"Life Sciences",5,Y,5,No,4,1,10475,23772,580,48,21,1,80,Sales,"Sales Executive",3,2,1,Yes,Travel_Frequently,4,3,3,20,18,13,1,12,2
730,53,Male,Married,3,"Life Sciences",3,Y,7,No,3,1,14814,13514,970,59,19,0,80,"Research & Development","Research Director",4,4,3,No,Travel_Rarely,3,3,3,32,5,1,1,3,3
731,41,Male,Divorced,4,"Human Resources",3,Y,10,No,3,1,19141,8861,427,73,15,3,80,"Human Resources",Manager,5,2,4,No,Travel_Rarely,2,2,2,23,21,6,12,6,2
732,60,Male,Single,4,Marketing,8,Y,16,No,3,1,5405,11924,1179,84,14,0,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,1,4,3,10,2,2,2,2,1
733,27,Male,Divorced,2,"Life Sciences",1,Y,10,No,4,1,8793,4809,294,32,21,2,80,"Research & Development","Manufacturing Director",3,3,1,No,Travel_Frequently,4,3,2,9,9,7,1,7,4
734,41,Male,Married,3,"Human Resources",1,Y,1,No,3,1,19189,19562,314,59,12,1,80,"Human Resources",Manager,5,2,3,No,Travel_Rarely,4,2,3,22,22,7,2,10,3
738,50,Male,Married,4,Marketing,7,Y,8,No,3,1,3875,9983,316,54,15,1,80,Sales,"Sales Representative",1,3,2,No,Travel_Rarely,4,4,3,4,2,2,2,2,2
741,28,Female,Single,2,"Life Sciences",7,Y,1,Yes,3,1,2216,3872,654,67,13,0,80,"Research & Development","Research Scientist",1,1,2,Yes,Travel_Rarely,1,4,3,10,7,7,3,7,4
742,36,Female,Married,3,"Life Sciences",9,Y,8,No,3,1,11713,20335,427,63,14,1,80,"Research & Development","Research Director",3,4,1,No,Non-Travel,1,1,3,10,8,7,0,5,2
743,38,Female,Single,3,"Life Sciences",4,Y,1,No,3,1,7861,15397,168,81,14,0,80,"Research & Development","Manufacturing Director",3,3,3,Yes,Travel_Rarely,3,4,4,10,1,0,0,0,4
744,44,Male,Single,3,Medical,2,Y,24,No,3,1,3708,2104,381,49,14,0,80,"Research & Development","Laboratory Technician",1,1,3,No,Non-Travel,1,3,3,9,5,2,1,4,5
746,47,Female,Divorced,3,Medical,9,Y,3,No,3,1,13770,10225,217,49,12,2,80,Sales,"Sales Executive",4,3,3,Yes,Travel_Frequently,4,4,2,28,22,2,11,13,2
747,30,Male,Divorced,5,Marketing,7,Y,27,No,4,1,5304,25275,501,99,23,1,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,3,4,2,10,8,7,7,7,2
749,29,Male,Single,3,"Life Sciences",1,Y,10,No,3,1,2642,2755,1396,99,11,0,80,Sales,"Sales Representative",1,3,3,No,Travel_Rarely,3,3,3,1,1,0,0,0,6
752,42,Male,Divorced,3,Medical,6,Y,19,Yes,3,1,2759,20366,933,57,12,0,80,"Research & Development","Research Scientist",1,4,3,Yes,Travel_Frequently,3,4,3,7,2,2,2,2,2
754,43,Male,Married,3,"Life Sciences",3,Y,15,No,3,1,6804,23683,775,47,18,1,80,Sales,"Sales Executive",2,2,4,No,Travel_Frequently,4,3,3,7,2,2,2,2,5
757,34,Female,Single,2,Medical,3,Y,8,No,3,1,6142,7360,970,96,11,0,80,"Research & Development","Healthcare Representative",2,3,3,No,Travel_Rarely,2,4,3,10,5,1,4,3,2
758,23,Male,Married,1,Medical,1,Y,9,No,3,1,2500,4344,650,37,14,1,80,"Research & Development","Laboratory Technician",1,3,1,No,Travel_Rarely,2,4,4,5,4,3,0,2,2
760,39,Female,Married,3,"Human Resources",9,Y,3,No,3,1,6389,18767,141,44,15,1,80,"Human Resources","Human Resources",2,4,2,No,Travel_Rarely,3,3,1,12,8,3,3,6,3
762,56,Male,Married,3,Medical,7,Y,9,No,3,1,11103,20420,832,81,11,0,80,"Research & Development","Healthcare Representative",4,3,4,No,Travel_Rarely,3,3,2,30,10,7,1,1,1
763,40,Female,Single,1,Medical,0,Y,2,No,4,1,2342,22929,804,86,20,0,80,"Research & Development","Research Scientist",1,2,4,Yes,Travel_Rarely,4,4,2,5,4,2,2,3,2
764,27,Female,Single,3,Medical,8,Y,7,No,3,1,6811,23398,975,55,19,0,80,"Research & Development","Healthcare Representative",2,2,1,No,Travel_Rarely,4,1,1,9,7,6,0,7,2
766,29,Male,Divorced,3,Marketing,1,Y,10,No,3,1,2297,17967,1090,83,14,2,80,Sales,"Sales Representative",1,3,2,No,Travel_Rarely,4,4,3,2,2,2,2,2,2
769,53,Male,Single,3,"Life Sciences",2,Y,6,No,3,1,2450,10919,346,86,17,0,80,"Research & Development","Laboratory Technician",2,3,4,No,Travel_Rarely,4,4,3,19,2,2,2,2,4
771,35,Female,Divorced,4,"Life Sciences",2,Y,2,No,3,1,5093,4761,1225,61,11,1,80,"Research & Development","Healthcare Representative",2,3,1,No,Non-Travel,4,1,4,16,1,0,0,0,2
772,32,Male,Married,4,"Life Sciences",1,Y,24,No,3,1,5309,21146,430,80,15,2,80,"Research & Development","Laboratory Technician",2,3,4,No,Travel_Frequently,1,4,3,10,10,8,4,7,2
773,38,Male,Married,5,Medical,6,Y,2,No,3,1,3057,20471,268,92,13,1,80,"Research & Development","Research Scientist",1,3,3,Yes,Travel_Rarely,4,2,1,6,1,0,0,1,0
775,34,Female,Divorced,5,"Life Sciences",3,Y,8,No,3,1,5121,4187,167,32,14,1,80,"Research & Development","Manufacturing Director",2,3,1,No,Travel_Rarely,2,3,3,7,0,0,0,0,3
776,52,Male,Married,4,Marketing,1,Y,3,No,3,1,16856,10084,621,31,11,0,80,Sales,Manager,4,2,1,No,Travel_Rarely,3,1,4,34,34,6,1,16,3
780,33,Male,Single,4,Other,1,Y,1,Yes,3,1,2686,5207,527,63,13,0,80,"Research & Development","Research Scientist",1,3,4,Yes,Travel_Rarely,4,3,2,10,10,9,7,8,2
781,25,Female,Single,1,Medical,1,Y,26,No,4,1,6180,22807,883,32,23,0,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,3,2,2,6,6,5,1,4,5
783,45,Male,Single,2,"Technical Degree",0,Y,2,No,3,1,6632,12388,954,46,13,0,80,Sales,"Sales Representative",2,1,3,No,Travel_Rarely,2,1,3,9,8,7,3,1,3
784,23,Male,Single,1,Medical,1,Y,10,No,3,1,3505,19630,310,79,18,0,80,"Research & Development","Research Scientist",1,4,3,No,Travel_Rarely,1,4,3,2,2,2,0,2,3
785,47,Female,Single,2,"Life Sciences",4,Y,27,Yes,3,1,6397,10339,719,77,12,0,80,Sales,"Sales Executive",2,4,3,Yes,Travel_Frequently,2,4,3,8,5,4,1,3,2
786,34,Male,Single,3,Other,1,Y,2,No,4,1,6274,18686,304,60,22,0,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,4,3,3,6,6,5,1,4,5
787,55,Male,Married,3,Medical,5,Y,2,Yes,3,1,19859,21199,725,78,13,1,80,"Research & Development",Manager,5,3,1,Yes,Travel_Rarely,4,4,3,24,5,2,1,4,2
789,36,Male,Single,4,"Life Sciences",1,Y,8,No,3,1,7587,14229,1434,76,15,0,80,Sales,"Sales Executive",3,2,1,No,Non-Travel,1,2,3,10,10,7,0,9,1
791,52,Male,Married,4,Medical,0,Y,19,No,3,1,4258,26589,715,41,18,1,80,"Research & Development","Research Scientist",1,3,4,No,Non-Travel,4,1,3,5,4,3,1,2,3
792,26,Female,Divorced,2,"Life Sciences",3,Y,1,No,3,1,4364,5288,575,71,14,1,80,"Research & Development","Laboratory Technician",1,1,4,No,Travel_Frequently,1,1,3,5,2,2,2,0,2
793,29,Female,Married,3,Medical,4,Y,27,No,3,1,4335,25549,657,66,12,1,80,"Research & Development","Healthcare Representative",2,3,3,No,Travel_Rarely,2,1,2,11,8,7,1,1,3
796,26,Male,Single,3,"Technical Degree",6,Y,8,Yes,3,1,5326,3064,1146,38,17,0,80,Sales,"Sales Executive",2,2,1,No,Travel_Rarely,4,3,2,6,4,3,1,2,2
797,34,Female,Single,4,"Life Sciences",2,Y,1,No,3,1,3280,13551,182,72,16,0,80,"Research & Development","Research Scientist",1,4,4,No,Travel_Rarely,2,3,3,10,4,2,1,3,2
799,54,Female,Divorced,4,Medical,9,Y,19,No,3,1,5485,22670,376,95,11,2,80,"Research & Development","Manufacturing Director",2,3,1,Yes,Travel_Rarely,4,2,3,9,5,3,1,4,4
800,27,Male,Married,1,Marketing,0,Y,8,No,3,1,4342,24008,829,84,19,1,80,Sales,"Sales Executive",2,3,4,No,Travel_Frequently,3,2,3,5,4,2,1,1,3
802,37,Female,Divorced,1,"Life Sciences",0,Y,10,No,3,1,2782,19905,571,82,13,2,80,"Research & Development","Research Scientist",1,3,1,Yes,Travel_Rarely,4,2,2,6,5,3,4,3,3
803,38,Female,Single,4,"Life Sciences",6,Y,2,No,3,1,5980,26085,240,75,12,0,80,"Research & Development","Manufacturing Director",2,4,1,Yes,Travel_Frequently,1,4,3,17,15,7,4,12,2
804,34,Female,Single,4,Medical,1,Y,2,No,3,1,4381,7530,121,86,11,0,80,"Research & Development","Research Scientist",1,2,1,No,Travel_Rarely,3,3,3,6,6,5,1,3,3
805,35,Female,Married,4,"Life Sciences",1,Y,8,No,3,1,2572,20317,384,72,16,1,80,Sales,"Sales Representative",1,3,4,No,Travel_Rarely,1,2,2,3,3,2,0,2,1
806,30,Male,Married,3,"Life Sciences",3,Y,1,No,4,1,3833,24375,921,38,21,2,80,"Research & Development","Laboratory Technician",1,1,3,No,Travel_Rarely,4,3,3,7,2,2,0,2,2
807,40,Female,Married,2,Medical,1,Y,2,No,4,1,4244,9931,791,38,24,1,80,"Research & Development","Healthcare Representative",2,4,2,No,Travel_Frequently,3,4,3,8,8,7,3,7,2
808,34,Female,Married,2,"Life Sciences",5,Y,8,No,3,1,6500,13305,1111,93,17,1,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,3,2,3,6,3,2,1,2,1
809,42,Male,Divorced,3,"Life Sciences",1,Y,8,No,3,1,18430,16225,570,66,13,1,80,"Research & Development",Manager,5,3,4,No,Travel_Frequently,2,2,2,24,24,7,14,9,4
811,23,Male,Married,3,"Life Sciences",1,Y,6,Yes,4,1,1601,3445,1243,63,21,2,80,"Research & Development","Laboratory Technician",1,4,1,Yes,Travel_Rarely,3,3,3,1,0,0,0,0,2
812,24,Male,Divorced,3,"Life Sciences",1,Y,9,No,3,1,2694,26551,1092,60,11,3,80,"Research & Development","Laboratory Technician",1,2,2,No,Non-Travel,3,3,3,1,1,0,0,0,4
813,52,Female,Married,4,"Life Sciences",8,Y,11,No,4,1,3149,21821,1325,82,20,1,80,"Research & Development","Laboratory Technician",2,3,3,No,Travel_Rarely,4,2,3,9,5,2,1,4,3
815,50,Male,Married,3,Medical,5,Y,2,No,3,1,17639,6881,691,64,16,0,80,"Research & Development","Research Director",4,3,3,No,Travel_Rarely,3,4,3,30,4,3,0,3,3
816,29,Female,Married,2,"Life Sciences",1,Y,1,Yes,3,1,2319,6689,805,36,11,1,80,"Research & Development","Laboratory Technician",1,2,1,Yes,Travel_Rarely,2,4,3,1,1,0,0,0,1
817,33,Male,Married,3,Medical,0,Y,7,No,3,1,11691,25995,213,49,11,0,80,"Research & Development","Research Director",3,3,3,No,Travel_Rarely,3,4,4,14,13,9,3,7,3
819,33,Female,Single,3,Marketing,5,Y,16,Yes,3,1,5324,26507,118,69,15,0,80,Sales,"Sales Executive",2,3,1,No,Travel_Rarely,1,3,3,6,3,2,0,2,3
820,47,Female,Married,2,Other,1,Y,2,No,3,1,16752,12982,202,33,11,1,80,"Research & Development",Manager,4,3,4,Yes,Travel_Rarely,3,3,2,26,26,14,3,0,3
823,36,Female,Married,3,Other,0,Y,1,No,3,1,5228,23361,676,35,15,1,80,"Research & Development","Manufacturing Director",2,3,2,No,Travel_Rarely,3,1,3,10,9,7,0,5,2
824,29,Male,Married,2,"Life Sciences",1,Y,23,No,4,1,2700,23779,1252,81,24,1,80,"Research & Development","Research Scientist",1,4,3,No,Travel_Rarely,3,3,3,10,10,7,0,7,3
825,58,Male,Single,4,"Life Sciences",7,Y,2,Yes,3,1,19246,25761,286,31,12,0,80,"Research & Development","Research Director",5,3,2,Yes,Travel_Rarely,4,4,3,40,31,15,13,8,2
826,35,Female,Single,4,"Life Sciences",3,Y,1,No,3,1,2506,13301,1258,40,13,0,80,"Research & Development","Research Scientist",1,4,3,No,Travel_Rarely,4,3,3,7,2,2,2,2,0
827,42,Female,Married,2,"Life Sciences",9,Y,1,No,3,1,6062,4051,932,43,13,1,80,"Research & Development","Manufacturing Director",2,2,4,Yes,Travel_Rarely,4,4,3,8,4,3,0,2,4
828,28,Male,Single,4,Medical,6,Y,2,Yes,3,1,4382,16374,890,46,17,0,80,"Research & Development","Research Scientist",1,3,3,No,Travel_Rarely,3,4,2,5,2,2,2,1,3
829,36,Male,Married,3,"Human Resources",4,Y,13,No,3,1,2143,25527,1041,36,13,1,80,"Human Resources","Human Resources",1,3,2,No,Travel_Rarely,3,2,3,8,5,2,0,4,2
830,32,Female,Married,3,"Life Sciences",1,Y,4,No,3,1,6162,19124,859,98,12,1,80,"Research & Development","Manufacturing Director",2,2,3,No,Travel_Rarely,3,3,3,14,14,13,6,8,3
832,40,Male,Single,4,Medical,6,Y,16,No,3,1,5094,11983,720,51,14,0,80,"Research & Development","Laboratory Technician",2,2,3,No,Travel_Frequently,1,4,3,10,1,0,0,0,6
833,30,Female,Single,3,Medical,5,Y,2,No,4,1,6877,20234,946,52,24,0,80,"Research & Development","Manufacturing Director",2,2,4,Yes,Travel_Rarely,3,2,2,12,0,0,0,0,4
834,45,Female,Single,3,"Life Sciences",1,Y,2,No,3,1,2274,6153,252,95,14,0,80,"Research & Development","Research Scientist",1,2,3,No,Travel_Rarely,2,4,3,1,1,0,0,0,3
836,42,Male,Married,3,"Life Sciences",1,Y,29,No,3,1,4434,11806,933,98,13,1,80,"Research & Development","Manufacturing Director",2,3,2,No,Travel_Rarely,2,4,2,10,9,8,7,8,3
837,38,Male,Divorced,3,"Life Sciences",2,Y,12,No,3,1,6288,4284,471,45,15,1,80,"Research & Development","Healthcare Representative",2,2,1,No,Travel_Frequently,1,3,2,13,4,3,1,2,3
838,34,Female,Single,4,"Life Sciences",1,Y,16,No,3,1,2553,8306,702,100,16,0,80,"Research & Development","Research Scientist",1,2,4,No,Travel_Frequently,3,3,3,6,5,2,1,3,3
840,49,Female,Married,3,Marketing,1,Y,11,Yes,3,1,7654,5860,1184,43,18,2,80,Sales,"Sales Executive",3,3,4,No,Travel_Rarely,3,1,4,9,9,8,7,7,3
842,55,Male,Single,1,Medical,4,Y,2,Yes,3,1,5160,21519,436,37,16,0,80,Sales,"Sales Executive",2,3,4,No,Travel_Rarely,3,3,2,12,9,7,7,3,3
